txid	height	timestamp	amount_atomic	new_address	new_amount_atomic	new_txid	status
c3006421040a0ebc0e56496c69dcb62017e09046dbbfbe3397675e7e7f86ba57	1771828	1772059232	360000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	36000000000		1
03aa363ae6904d426073545f899917644b18e3c72fee6e44a9b87df38fe3d885	1771886	1772066376	20000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2000000000		1
19e79f7ed3dbde907e0a06715e13451636ddd933817772ff8ae65a9e93000f62	1771893	1772067254	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
5d14ad660111785cd3c155e6f3d51bc8ed5a7625ae35f252d0c7995ee34c3253	1771919	1772070411	200000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	20000000000		1
ebdf2495b0c9ff687c62b4d2c4e2b9771698a8622a89d70dd320b8cba1b26b7f	1771986	1772078541	10000	XEQTJ5NTrvvJW9bE2YMWPLCjCjmk1f9tWXYtJaAecmNxXnFrwDsvcJrj6h1Y59geABJHDfpZm9pz5jQ2NNp3j3TX6r8aV6dimq	1000000000		1
fdef814223eb387f967510cfe5f72ce57929148a1e79fa9cadf200eacaf16976	1772043	1772085857	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
6cf60e5119db142eb3daa9c9a9737d4e5ac79f13e036ba677464c2686d686ca4	1772080	1772090096	660000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	66000000000		1
6a6b31d04e57aee8ebe907b95998ed16906b83f6fda56cd2d4293aaee649a928	1772085	1772090765	23000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2300000000		1
e356652f19c596a8d12fa34f1dd50717a695c96c4e017f7c16793a386b2d2a37	1772192	1772103361	12602	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1260200000		1
3dfc855493fb510356641327fe24d0b1a811aac3c36103a85353c6f8f12c19cf	1772195	1772104148	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
72c607025349152915d10698611e4e37f5dc2a6b3ddeefb534b216c47e7c3292	1772195	1772104148	100000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	10000000000		1
50e9424c7ee874659ae9496ff171cef7c5c87052020de20ff57617b95ee5cd8f	1772196	1772104216	1000000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	100000000000		1
7717c1c1eb813ffb70c1a0818b86af461b7d317bc9a79e03849be5c0b5c78456	1772226	1772106848	10000	XEQTAt4BmU38gr8R1A5GvdMxdgwKnKfnxE4ATXDCM5HJCPuU6dYKaxeTcqb4wrqoyr9pvQVfGrnp8fs8Np3Hk5A854chHjJhPS	1000000000		1
7b9a4fb9847595a0f49ee1269537edb73b326f998ab028a87ab351c1c7a575f8	1772324	1772119192	500000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	50000000000		1
7a04ad683023b93316a5519d11b96b66af14ec9e5a5213c4dc587f2660939287	1772334	1772120457	100000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	10000000000		1
a7d0323e791ce4625d9a707bff7b551efd4c4a2219aa3e91fae73559ea02af0f	1772339	1772120739	17000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1700000000		1
45d6d002fea4d4ddfdcd42ebb78d27a014c25b9412f9adeb2355188c1c254508	1772376	1772125368	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
ec40f82f30600c4dc3eb47a18311cc0a9d1033a5eca14a2bd751618ec05ddf8b	1772381	1772125816	12300	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1230000000		1
f06e57b2fc401f5f0aae825cf6db7ba8a0c2c0a8a1b2f3779e9e7ad74193c9ac	1772396	1772127646	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
35e617bd30f6f89e27f4b3011b2800bebd4209155198ff842e6c12440efbbad1	1772407	1772129025	25000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2500000000		1
6158c45563514466feeb635316b748a8b511863a392b7dbaeb86cc182086df43	1772410	1772129419	77700	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	7770000000		1
